"locationid","locationname","time","s0001","s0002","s0005","s0010","s0025","s0050","s0100","s0250","s0500","s1000","surgedist_location","surgedist_scale","surgedist_number_events","surgedist_shape","surgedist_type"
"CLS_USA_00676","5400",1995,1.40068567127648,1.63694622242751,1.63694622242751,1.96798653109385,2.18275990405996,2.36780819707959,2.57645737392179,2.57645737392179,2.57645737392179,3.48863137568832,1.73440584857909,0.137835702431671,1,0.181874052210146,"GEV"
"CLS_USA_00677","5408",1995,1.40231210809137,1.64240219144463,1.64240219144463,1.98979963825008,2.22051797739873,2.42209584088568,2.65210932288863,2.65210932288863,2.65210932288863,3.68507420478809,1.73836979577965,0.141325795971395,1,0.198892614019674,"GEV"
"CLS_USA_00678","1275",1995,1.40685793623215,1.64196196637445,1.64196196637445,1.95820568961403,2.15735908931191,2.32593575493529,2.51315644259884,2.51315644259884,2.51315644259884,3.30432554194748,1.72987472896878,0.135598453661607,1,0.160267212438342,"GEV"
"CLS_USA_00679","1275",1995,1.40685793623215,1.64196196637445,1.64196196637445,1.95820568961403,2.15735908931191,2.32593575493529,2.51315644259884,2.51315644259884,2.51315644259884,3.30432554194748,1.72987472896878,0.135598453661607,1,0.160267212438342,"GEV"
"CLS_USA_00680","1275",1995,1.40685793623215,1.64196196637445,1.64196196637445,1.95820568961403,2.15735908931191,2.32593575493529,2.51315644259884,2.51315644259884,2.51315644259884,3.30432554194748,1.72987472896878,0.135598453661607,1,0.160267212438342,"GEV"
"CLS_USA_00681","1275",1995,1.40685793623215,1.64196196637445,1.64196196637445,1.95820568961403,2.15735908931191,2.32593575493529,2.51315644259884,2.51315644259884,2.51315644259884,3.30432554194748,1.72987472896878,0.135598453661607,1,0.160267212438342,"GEV"
"CLS_USA_00682","5400",1995,1.40068567127648,1.63694622242751,1.63694622242751,1.96798653109385,2.18275990405996,2.36780819707959,2.57645737392179,2.57645737392179,2.57645737392179,3.48863137568832,1.73440584857909,0.137835702431671,1,0.181874052210146,"GEV"
"CLS_USA_00683","5408",1995,1.40231210809137,1.64240219144463,1.64240219144463,1.98979963825008,2.22051797739873,2.42209584088568,2.65210932288863,2.65210932288863,2.65210932288863,3.68507420478809,1.73836979577965,0.141325795971395,1,0.198892614019674,"GEV"
"CLS_USA_00684","5408",1995,1.40231210809137,1.64240219144463,1.64240219144463,1.98979963825008,2.22051797739873,2.42209584088568,2.65210932288863,2.65210932288863,2.65210932288863,3.68507420478809,1.73836979577965,0.141325795971395,1,0.198892614019674,"GEV"
"CLS_USA_00685","5412",1995,0.991806106106874,1.14241870936677,1.14241870936677,1.41311875338649,1.62327127295276,1.82493918734615,2.07432958110773,2.07432958110773,2.07432958110773,3.4209486446124,1.23372828583633,0.0939473409740018,1,0.313692742391159,"GEV"
"CLS_USA_00686","5412",1995,0.991806106106874,1.14241870936677,1.14241870936677,1.41311875338649,1.62327127295276,1.82493918734615,2.07432958110773,2.07432958110773,2.07432958110773,3.4209486446124,1.23372828583633,0.0939473409740018,1,0.313692742391159,"GEV"
"CLS_USA_00687","5412",1995,0.991806106106874,1.14241870936677,1.14241870936677,1.41311875338649,1.62327127295276,1.82493918734615,2.07432958110773,2.07432958110773,2.07432958110773,3.4209486446124,1.23372828583633,0.0939473409740018,1,0.313692742391159,"GEV"
"CLS_USA_00688","5412",1995,0.991806106106874,1.14241870936677,1.14241870936677,1.41311875338649,1.62327127295276,1.82493918734615,2.07432958110773,2.07432958110773,2.07432958110773,3.4209486446124,1.23372828583633,0.0939473409740018,1,0.313692742391159,"GEV"
"CLS_USA_00689","8350",1995,0.992891140824857,1.13965178620269,1.13965178620269,1.40516933997336,1.61226769112535,1.81156976148973,2.05863656939099,2.05863656939099,2.05863656939099,3.40029701476057,1.23181101885074,0.0917001656340698,1,0.317175394557772,"GEV"
"CLS_USA_00690","1894",1995,0.98457458991628,1.31973315008225,1.31973315008225,1.68934627493368,1.89041677828883,2.04652347467104,2.20758238200739,2.20758238200739,2.20758238200739,2.78609931814991,1.40187828123565,0.182461618322586,1,0.0551401336539128,"GEV"
"CLS_USA_00691","8355",1995,1.41073953367739,1.64777382227709,1.64777382227709,1.98983740703579,2.21657420580448,2.4144447617421,2.64000502162657,2.64000502162657,2.64000502162657,3.65071379540804,1.73577821893819,0.139424355691183,1,0.19748270345244,"GEV"
"CLS_USA_00692","8356",1995,1.40917139205713,1.64466463789444,1.64466463789444,1.98007753490932,2.20029686527362,2.3913900180162,2.60816764340443,2.60816764340443,2.60816764340443,3.5689248888478,1.73327198249705,0.138015591141625,1,0.190542041216151,"GEV"
"CLS_USA_00693","8357",1995,1.40405596133474,1.63917797404616,1.63917797404616,1.95749623856829,2.15890473626749,2.32986930310961,2.52019760580659,2.52019760580659,2.52019760580659,3.32882365313151,1.72886094042448,0.135856265789062,1,0.163687650473467,"GEV"
"CLS_USA_00694","8358",1995,1.40261705407502,1.63380514171926,1.63380514171926,1.94791286303175,2.1471742263617,2.31657764075544,2.50541695611267,2.50541695611267,2.50541695611267,3.3100903621805,1.72427852106923,0.133717121613515,1,0.165570555460468,"GEV"
"CLS_USA_00695","8359",1995,1.4236649504064,1.64800874584022,1.64800874584022,1.9539055457374,2.14846368155624,2.31412471824657,2.49903653802516,2.49903653802516,2.49903653802516,3.2893106327659,1.71741162339998,0.129888634092451,1,0.167456903241095,"GEV"
"CLS_USA_00696","8360",1995,1.41125700281363,1.637626802039,1.637626802039,1.93598871340641,2.12110540322283,2.27642173948542,2.44761866753643,2.44761866753643,2.44761866753643,3.15898223802273,1.70722194697553,0.129810643443162,1,0.149497005395166,"GEV"
"CLS_USA_00697","8361",1995,1.39455415462835,1.62568451413668,1.62568451413668,1.92034541603354,2.09875784109771,2.24629893625647,2.40692982436359,2.40692982436359,2.40692982436359,3.0562988211071,1.68268434912904,0.131286856995022,1,0.131874843497372,"GEV"
"CLS_USA_00698","8362",1995,1.39339870139655,1.6226326609908,1.6226326609908,1.91509528933129,2.09227426688929,2.23884314851665,2.39845998662235,2.39845998662235,2.39845998662235,3.04412842492635,1.68002288497869,0.130237690634704,1,0.132272027090586,"GEV"
"CLS_USA_00699","8362",1995,1.39339870139655,1.6226326609908,1.6226326609908,1.91509528933129,2.09227426688929,2.23884314851665,2.39845998662235,2.39845998662235,2.39845998662235,3.04412842492635,1.68002288497869,0.130237690634704,1,0.132272027090586,"GEV"
"CLS_USA_00700","1265",1995,0.619916187534771,0.698468242665807,0.698468242665807,0.774716041768834,0.812424162252591,0.840113256302026,0.867360184554795,0.867360184554795,0.867360184554795,0.955733903100718,0.774425855884263,0.0411351965540789,1,-0.0123950500373556,"GEV"
"CLS_USA_00701","1265",1995,0.619916187534771,0.698468242665807,0.698468242665807,0.774716041768834,0.812424162252591,0.840113256302026,0.867360184554795,0.867360184554795,0.867360184554795,0.955733903100718,0.774425855884263,0.0411351965540789,1,-0.0123950500373556,"GEV"
