R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;GPW4
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
R1;med;rcp26;SSP1;DF1;AGR2;NOSUBS;landscan
